Formula	Mass	Element	Classification	D00R01	D00R02	D00R03	D00R04	D00R05	D00R06	D03R01	D03R02	D03R03	D03R04	D03R05	D03R06	D06R01	D06R02	D06R03	D06R04	D06R05	D06R06	D09R01	D09R02	D09R03	D09R04	D09R05	D09R06	D12R01	D12R02	D12R03	D12R04	D12R05	D12R06	D24R01	D24R02	D24R03	D24R04	D24R05	D24R06	D48R01	D48R02	D48R03	D48R04	D48R05	D48R06	D96R01	D96R02	D96R03	D96R04	D96R05	D96R06
C12H22O7S	310.108626	CH(O)S	unclassified	0	0	0	0	0	0	6.02E-05	6.36E-05	9.16E-05	5.22E-05	6.13E-05	7.39E-05	0	0	0	0	0	0	6.63E-05	0	6.77E-05	9.38E-05	8.78E-05	0.000109969	5.10E-05	5.24E-05	6.76E-05	6.52E-05	0	6.83E-05	6.47E-05	8.68E-05	0	6.75E-05	7.44E-05	5.85E-05	0.000134867	0.000229249	0.000238418	0.000307835	0.000227353	0	0.000207235	0.000278905	0.00022764	0.000248704	0.000379154	0.000278505
C12H22O8	294.13147	CH(O)	unclassified	0.006392045	0.007178052	0.006755404	0.006579877	0.007114502	0.006270268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H22O8S	326.103541	CH(O)S	unclassified	0	0	0	0	0	0	3.74E-05	0	0	0	4.67E-05	4.18E-05	0	5.31E-05	3.97E-05	4.74E-05	3.54E-05	4.06E-05	0	7.95E-05	3.84E-05	5.44E-05	0	5.34E-05	0	0	3.90E-05	0	0	0	4.84E-05	7.50E-05	6.92E-05	0	6.36E-05	5.72E-05	6.70E-05	0.000121203	0	0.000176199	0	0	0.000156699	0	0	0	0.000206191	0
C12H22O9	310.126385	CH(O)	carbohydrates	0.000752264	0.00095033	0.000533271	0.000356072	0.001099266	0.001160197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H22O9S	342.098456	CH(O)S	carbohydrates	0.000160792	0.000216438	0.000183725	0.000182689	0.000216348	0.000210886	0	0	0	0	3.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O14PS2	486.026689	CH(O)PS	carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177502	0	0	0	0	0	0
C12H23O3N	229.167794	CH(O)N	lipids	0	0	0	0	0	0	0	3.92E-05	0	4.87E-05	0	0	0	7.19E-05	0	0	4.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-05	5.76E-05	0	0	0	0	0.000375389	0.000207767	0.000243797	0	0	0.000105406	0.000582002	0.000146483	0.00019341	0	0
C12H23O3NS	261.139865	CH(O)NS	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215502	0	0	0	0
C12H23O4N	245.162709	CH(O)N	protein or amino sugars	0	0	0	0	0	0	6.64E-05	0.000112295	4.89E-05	7.40E-05	9.53E-05	6.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221288	0	0.000129178	0	0
C12H23O4N3	273.168857	CH(O)N	protein or amino sugars	0.000285914	0	0	0	0.000252964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131723	0	0	0	0
C12H23O4N3S	305.140928	CH(O)NS	protein or amino sugars	0.000243501	0	0	0	0.00015316	0.000137991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O4N3S2	337.112999	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	9.49E-05	6.27E-05	4.96E-05	8.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O5N	261.157624	CH(O)N	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	3.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O5N2P	306.13446	CH(O)NP	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	5.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O5N3	289.163772	CH(O)N	protein or amino sugars	0.001124531	0.000769152	0.000715407	0.000318171	0.000929516	0.000996273	0	6.76E-05	0	0	4.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156218	0	0
C12H23O5N3S	321.135843	CH(O)NS	protein or amino sugars	0.000107374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O5NS	293.129695	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	3.82E-05	0	0	3.90E-05	3.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O6N3	305.158687	CH(O)N	protein or amino sugars	0.000502992	0.00029018	0.000242684	0.000150137	0.000303229	0.000374591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O6NS	309.12461	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O7N	293.147454	CH(O)N	protein or amino sugars	0	9.83E-05	0	0	0.000159049	0.000151974	0	0	0.000204155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O8NS	341.11444	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O9P	342.107972	CH(O)P	carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197716	0	0	0
C12H24N2S2	260.13809	CH(O)NS	lipids	0	0	0	0	0	0	0	0.00011648	0.000172688	0.000110677	0	0.000136098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H24O2	200.17763	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176409	0.000359127	0.000469843	0.000413547	0.000310041	0.00034032	0.000673399	0.000193361	0.000331849	0.00049824	0.00099208
C12H24O3	216.172545	CH(O)	lipids	0.000123291	0	0	0.000148359	0	0	0.000157272	0.000163741	0.000138909	0.000243919	0.000206564	7.78E-05	9.18E-05	0.000195659	0.000126098	0.000197789	0.000131534	0.000117164	0.000145781	0.000231124	0.000302017	0.00031599	0.000309033	0.000164654	8.16E-05	0.000167558	0.000195641	0.000264931	0.000173312	0.000114336	0.000144784	0.000361247	0.000317473	0.000438739	0.000307656	0.000172164	0	0.000762288	0.001803857	0.001411352	0.001213929	0.000866312	0.00300135	0.001450939	0.004616296	0.001506987	0.001857523	0.005924054
C12H24O3N2	244.178693	CH(O)N	lipids	0.001125027	0.000701706	0.000842013	0.00057315	0.000843398	0.000820783	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55E-05	0	0	0	0	0	0.000163195	0	0.00016839	0	0	0	0.000289309	0.0002513	0.000235743	0	0
C12H24O3S	248.144616	CH(O)S	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	4.98E-05	8.19E-05	0	0	0	0	0	6.45E-05	0	0	4.11E-05	3.58E-05	3.25E-05	6.27E-05	0	0	0.000117278	0.000158091	0.000190543	0	0	0.000107882	0	0	0.000175856	0	0
C12H24O3S2	280.116687	CH(O)S	lipids	0	0	0.000279333	0.000258888	0.000347824	0.000341557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H24O4	232.16746	CH(O)	unclassified	0.000188466	0.00027618	0.000276647	0.000307428	0.000228023	0.000246904	0.000401528	0.000525984	0.000657614	0.000552958	0.000621706	0.000615867	0.000137171	0.000213043	0.000214198	0.000304507	0.000139243	0.000150336	0.000203647	0.000233162	0.000221024	0.000335591	0.000294528	0.000138214	0.000166838	0.000228387	0.000232751	0.000291156	0.000201901	0.000164332	0.000164422	0.000318264	0.000292047	0.000386997	0.000332825	0.000154433	0.00030339	0.000424228	0.000847278	0.000808204	0.000863251	0.000623164	0.00155064	0.000636268	0.001260619	0.000832425	0.000820653	0.001760353
C12H24O4S	264.139531	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	3.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110316	0	0	0	0	0	0	3.80E-05	3.14E-05	0	0	0.000151451	0.000125512	0.000164268	0.000228217	0	0.000104038	0	0	0	0	0
C12H24O5	248.162375	CH(O)	unclassified	0.000607861	0.000763543	0.000664382	0.000702273	0.000787988	0.000655809	0.000436618	0.000719607	0.000685971	0.000628115	0.000741403	0.000752555	0.000221299	0.000355434	0.000310717	0.000430874	0.000286418	0.00020966	0.000185536	0.000202246	0.000186202	0.000378978	0.000399532	0.000112292	0.000144668	0.000233763	0.000200076	0.00023681	0.000358069	0.000102919	0.000188446	0.000319995	0.00034858	0.000331823	0.000321135	0.000163492	0.000326393	0.000956529	0.000927676	0.001143094	0.000977157	0.000715945	0.000773466	0.000761136	0.00074451	0.000942997	0.000832798	0.000823917
C12H24O6	264.15729	CH(O)	unclassified	0	0.000138277	0.000125186	0	0.000108958	0.000117102	0.001469668	0.00226183	0.000927802	0.000904001	0.001253284	0.001494148	0	0	3.76E-05	0	0	0	7.27E-05	4.48E-05	9.63E-05	0.000131397	0.000343264	0	0	0	3.91E-05	0	0	0	3.37E-05	4.07E-05	6.08E-05	5.11E-05	0	0	0	0.000183926	0.000152095	0.00017433	0.000262593	0.000177899	0.000200632	0	0.000171235	0.000217162	0.000177569	0
C12H24O6S	296.129361	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94E-05	0	0	6.00E-05	5.99E-05	0	0	0	0	0	0	0	0	2.96E-05	0	0	0	0	0	0.000151332	0.000151845	0	0.000161806	0	0.000144498	0	0	0	0	0.000263597
C12H24O8	296.14712	CH(O)	unclassified	0.000521701	0.000501304	0.000523947	0.000514859	0.000479241	0.000513016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H24O9	312.142035	CH(O)	carbohydrates	0.000240364	0.000247208	0.000224195	0.000131189	0.000234726	0.000220564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H24OS	216.154786	CH(O)S	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140547	0	0	0
C12H24OS2	248.126857	CH(O)S	lipids	0	0	0	0	0	0	0	3.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H25O3PS	280.126203	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	4.11E-05	4.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-05	0	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H25O4NS	279.15043	CH(O)NS	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119612	0	0	0	0	0	0	0	0	0	0
C12H25O5PS2	344.088104	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H25O6PS2	360.083019	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002116533	0.000254336	0.001314233	0	0.001587778	0	0.000967206	0.000648902	0	0
C12H25O7N4P	368.146088	CH(O)NP	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44E-05	0	0	0	0	8.68E-05	0.000138539	0	0	0	0	0	0	0	0	0	0
C12H25O8P	328.128707	CH(O)P	unclassified	0	0	0	0	0	0	0	0	0	0	0	4.20E-05	0	0	0	0	0	3.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H26O4S	266.155181	CH(O)S	unclassified	0	0	0	0	0	0	0.000242001	0.000171762	0.00012427	0.000176088	0.000194804	0.000272603	5.75E-05	8.97E-05	6.04E-05	0.000108139	4.83E-05	5.61E-05	0.000243197	0.000108173	0.000189665	0.00053988	0.00026507	9.85E-05	5.14E-05	4.95E-05	0.001230398	0.000135543	7.77E-05	8.60E-05	0.00046027	0.000761712	0.000151659	0.000167742	0.000377165	0.000140936	0.000199082	0.001650499	0.000858496	0.000947128	0.001373542	0.000400605	0.000728025	0.001165308	0.0004882	0.000586324	0.000377217	0.000444921
C12H26O5S	282.150096	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H26OS	218.170436	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131544	0	0	0	0
C12H26OS2	250.142507	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	9.64E-05	0	0	0	0	0	0.000115505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H27O11P	378.129102	CH(O)P	carbohydrates	0	0	0	0	0	0	0	0	6.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H27O3N3S	293.177313	CH(O)NS	unclassified	0	0	0	9.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H27O4PS	298.136768	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	5.91E-05	0	0	0	0	0	4.98E-05	8.02E-05	0	0	6.33E-05	0	0	7.96E-05	0	0	0.000138185	0	0	0	0	0	0	0	0	0	0	0.000210559
C12H27O5PS	314.131683	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H27O6N4P	354.166823	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170708	0.000175375	0	0.000223974	0	0.000158208	0	0.00019209	0.000190085	0	0
C12H27O9NS2	393.112726	CH(O)NS	carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H28O2N4S	292.193297	CH(O)NS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106853	0	0	0	0	0
C12H28O9NP	361.150171	CH(O)NP	carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H29O11N2P	408.1509	CH(O)NP	unclassified	0	0	0	0	0	0	0.000171412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H29O12N2P	424.145815	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188593	0	0	0	0	0	0	0	0	0
C12H29O13N2P	440.14073	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	5.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H29O5N4P	340.187558	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09E-05	0.000147857	0	0	0	0.000257261	0	0	0.000244096	0	0	0	0	0	0	0
C12H29O6N4P	356.182473	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H29O9N2P	376.16107	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012399	0	0.00011165	7.76E-05	0.000136654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H30O8N3P	375.177054	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O10N2S	367.958669	CH(O)NS	unclassified	0	0	0	0	0	0	0	0	4.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O12N4S	427.954647	CH(O)NS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88E-05	3.89E-05	0	3.42E-05	0	0	4.79E-05	4.44E-05	0	6.68E-05	0	0	4.59E-05	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O13N4	411.977491	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00E-05	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O14N2S	431.938329	CH(O)NS	unclassified	0	0	0	0.00010019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O14N4	427.972406	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O5	228.005875	CH(O)	condensed aromatics	0	0	0	0	0	9.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H4O6N2S2	335.95108	CH(O)NS	condensed aromatics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H5O5PS	291.959533	CH(O)PS	condensed aromatics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128546	0	0
C12H5O6N3S	318.989908	CH(O)NS	condensed aromatics	0	0	0	0	0	0	0	0	5.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H5O7N3S	334.984823	CH(O)NS	condensed aromatics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201655	0	0
C12H5O8PS	339.944278	CH(O)PS	condensed aromatics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17E-05	0	0	0	0	0	3.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H5O8PS2	371.916349	CH(O)PS	condensed aromatics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H5O9N3	335.002582	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182695	0
C12H6O2S2	245.980922	CH(O)S	condensed aromatics	0	9.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H6O4N4S2	333.983048	CH(O)NS	condensed aromatics	0	0	0	0	0	0	0	6.03E-05	5.53E-05	0	7.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H7O10N2P	369.983835	CH(O)NP	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209776
C12H7O6PS2	341.942169	CH(O)PS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H8N2S2	244.01289	CH(O)NS	condensed aromatics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174499	0	0	0	0	0	0
C12H8O6	248.03209	CH(O)	unclassified	0	0	0	0	0	0	0	3.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H8O7	264.027005	CH(O)	unclassified	0	0	0	0	0	0	8.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H8O8	280.02192	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	3.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011879	0	0	0	0	0	0	0	0	0	0
C12H8O9	296.016835	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013483	0	0	0	0
C12H9N	167.073499	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169441	0	0.000121083	0	0	0	0.000126697	0
C12H9O3N3	243.064392	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164367	0	0	0	0	0	0	0	0	0
C12H9O6N2P	308.019825	CH(O)NP	lignin	0	0	0	0	0	0	0	0	0	0	0	9.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H10O10	326.0274	CH(O)	tannins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H10O2S	230.040151	CH(O)S	lignin	0	0	0	0	0	0	0	0	5.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H10O3N4S2	334.019433	CH(O)NS	lignin	0	0	0	0	0	0	0	4.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H10O5	246.052825	CH(O)	lignin	0	0	0	0	0	0	2.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H10O6	262.04774	CH(O)	lignin	0	0	0	0	0	0	0	0	0	4.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13H10O6N2S	322.025959	CH(O)NS	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
